season,week,kickoff,home_team,home_score,visitors_score,visiting_team
2004,1,2004-04-03T00:00:00+00:00,Galaxy,34,11,Admirals
2004,1,2004-04-04T00:00:00+00:00,Fire,26,25,Centurions
2004,1,2004-04-04T00:00:00+00:00,Thunder,20,14,Claymores
2004,2,2004-04-10T00:00:00+00:00,Admirals,17,28,Thunder
2004,2,2004-04-10T00:00:00+00:00,Centurions,10,20,Galaxy
2004,2,2004-04-10T00:00:00+00:00,Fire,31,3,Claymores
2004,3,2004-04-17T00:00:00+00:00,Galaxy,28,10,Fire
2004,3,2004-04-18T00:00:00+00:00,Claymores,0,3,Admirals
2004,3,2004-04-18T00:00:00+00:00,Thunder,35,31,Centurions
2004,4,2004-04-24T00:00:00+00:00,Centurions,17,3,Claymores
2004,4,2004-04-24T00:00:00+00:00,Fire,10,14,Thunder
2004,4,2004-04-25T00:00:00+00:00,Admirals,21,17,Galaxy
2004,5,2004-05-01T00:00:00+00:00,Galaxy,24,17,Centurions
2004,5,2004-05-02T00:00:00+00:00,Claymores,13,12,Fire
2004,5,2004-05-02T00:00:00+00:00,Thunder,33,29,Admirals
2004,6,2004-05-08T00:00:00+00:00,Centurions,28,27,Thunder
2004,6,2004-05-09T00:00:00+00:00,Claymores,13,15,Galaxy
2004,6,2004-05-09T00:00:00+00:00,Fire,20,13,Admirals
2004,7,2004-05-15T00:00:00+00:00,Admirals,17,10,Centurions
2004,7,2004-05-16T00:00:00+00:00,Galaxy,27,24,Claymores
2004,7,2004-05-16T00:00:00+00:00,Thunder,33,20,Fire
2004,8,2004-05-21T00:00:00+00:00,Admirals,17,19,Claymores
2004,8,2004-05-22T00:00:00+00:00,Galaxy,27,31,Thunder
2004,8,2004-05-23T00:00:00+00:00,Centurions,7,6,Fire
2004,9,2004-05-29T00:00:00+00:00,Claymores,19,27,Thunder
2004,9,2004-05-29T00:00:00+00:00,Fire,14,20,Galaxy
2004,9,2004-05-30T00:00:00+00:00,Centurions,18,23,Admirals
2004,10,2004-06-05T00:00:00+00:00,Claymores,20,28,Centurions
2004,10,2004-06-06T00:00:00+00:00,Admirals,22,12,Fire
2004,10,2004-06-06T00:00:00+00:00,Thunder,41,0,Galaxy
2004,11,2004-06-12T00:00:00+00:00,Thunder,30,24,Galaxy
