season,week,kickoff,home_team,home_score,visitors_score,visiting_team
2003,1,2003-04-05T00:00:00+00:00,Fire,15,17,Admirals
2003,1,2003-04-05T00:00:00+00:00,Galaxy,15,13,Dragons
2003,1,2003-04-06T00:00:00+00:00,Claymores,62,31,Thunder
2003,2,2003-04-12T00:00:00+00:00,Admirals,7,10,Dragons
2003,2,2003-04-13T00:00:00+00:00,Claymores,13,17,Galaxy
2003,2,2003-04-13T00:00:00+00:00,Thunder,10,21,Fire
2003,3,2003-04-19T00:00:00+00:00,Dragons,35,17,Admirals
2003,3,2003-04-19T00:00:00+00:00,Fire,34,17,Claymores
2003,3,2003-04-19T00:00:00+00:00,Galaxy,41,21,Thunder
2003,4,2003-04-26T00:00:00+00:00,Admirals,20,16,Galaxy
2003,4,2003-04-26T00:00:00+00:00,Dragons,11,3,Fire
2003,4,2003-04-27T00:00:00+00:00,Thunder,17,34,Claymores
2003,5,2003-05-03T00:00:00+00:00,Fire,14,7,Galaxy
2003,5,2003-05-04T00:00:00+00:00,Claymores,10,17,Dragons
2003,5,2003-05-04T00:00:00+00:00,Thunder,34,30,Admirals
2003,6,2003-05-10T00:00:00+00:00,Admirals,27,34,Fire
2003,6,2003-05-10T00:00:00+00:00,Dragons,14,24,Thunder
2003,6,2003-05-10T00:00:00+00:00,Galaxy,33,27,Claymores
2003,7,2003-05-17T00:00:00+00:00,Galaxy,24,27,Admirals
2003,7,2003-05-17T00:00:00+00:00,Thunder,20,23,Dragons
2003,7,2003-05-18T00:00:00+00:00,Claymores,33,0,Fire
2003,8,2003-05-24T00:00:00+00:00,Admirals,20,31,Claymores
2003,8,2003-05-24T00:00:00+00:00,Dragons,13,47,Galaxy
2003,8,2003-05-25T00:00:00+00:00,Fire,28,21,Thunder
2003,9,2003-05-31T00:00:00+00:00,Admirals,51,43,Thunder
2003,9,2003-05-31T00:00:00+00:00,Dragons,7,45,Claymores
2003,9,2003-06-01T00:00:00+00:00,Galaxy,38,7,Fire
2003,10,2003-06-07T00:00:00+00:00,Fire,33,7,Dragons
2003,10,2003-06-07T00:00:00+00:00,Thunder,27,14,Galaxy
2003,10,2003-06-08T00:00:00+00:00,Claymores,31,14,Admirals
2003,11,2003-06-08T00:00:00+00:00,Galaxy,35,16,Fire
