season,week,kickoff,home_team,home_score,visitors_score,visiting_team
1998,1,1998-04-04T00:00:00+00:00,Fire,16,13,Admirals
1998,1,1998-04-05T00:00:00+00:00,Dragons,19,18,Claymores
1998,1,1998-04-05T00:00:00+00:00,Monarchs,13,36,Galaxy
1998,2,1998-04-11T00:00:00+00:00,Galaxy,7,15,Dragons
1998,2,1998-04-11T00:00:00+00:00,Monarchs,7,31,Fire
1998,2,1998-04-12T00:00:00+00:00,Admirals,26,3,Claymores
1998,3,1998-04-18T00:00:00+00:00,Dragons,28,41,Admirals
1998,3,1998-04-18T00:00:00+00:00,Galaxy,23,17,Monarchs
1998,3,1998-04-19T00:00:00+00:00,Claymores,10,20,Fire
1998,4,1998-04-25T00:00:00+00:00,Admirals,10,14,Galaxy
1998,4,1998-04-25T00:00:00+00:00,Fire,13,9,Dragons
1998,4,1998-04-26T00:00:00+00:00,Monarchs,14,10,Claymores
1998,5,1998-05-02T00:00:00+00:00,Admirals,25,24,Monarchs
1998,5,1998-05-02T00:00:00+00:00,Galaxy,14,31,Fire
1998,5,1998-05-03T00:00:00+00:00,Claymores,30,10,Dragons
1998,6,1998-05-09T00:00:00+00:00,Fire,17,10,Claymores
1998,6,1998-05-10T00:00:00+00:00,Monarchs,7,16,Admirals
1998,6,1998-05-11T00:00:00+00:00,Dragons,31,2,Galaxy
1998,7,1998-05-16T00:00:00+00:00,Dragons,31,24,Fire
1998,7,1998-05-16T00:00:00+00:00,Galaxy,25,7,Admirals
1998,7,1998-05-17T00:00:00+00:00,Claymores,27,24,Monarchs
1998,8,1998-05-23T00:00:00+00:00,Admirals,20,17,Dragons
1998,8,1998-05-23T00:00:00+00:00,Fire,12,7,Monarchs
1998,8,1998-05-24T00:00:00+00:00,Claymores,12,15,Galaxy
1998,9,1998-05-30T00:00:00+00:00,Admirals,21,17,Fire
1998,9,1998-05-31T00:00:00+00:00,Galaxy,21,10,Claymores
1998,9,1998-05-31T00:00:00+00:00,Monarchs,17,5,Dragons
1998,10,1998-06-06T00:00:00+00:00,Fire,17,20,Galaxy
1998,10,1998-06-07T00:00:00+00:00,Claymores,23,26,Admirals
1998,10,1998-06-07T00:00:00+00:00,Dragons,20,28,Monarchs
1998,11,1998-06-14T00:00:00+00:00,Galaxy,10,34,Fire
