season,week,kickoff,home_team,home_score,visitors_score,visiting_team
2002,1,2002-04-13T00:00:00+00:00,Admirals,27,10,Fire
2002,1,2002-04-13T00:00:00+00:00,Galaxy,27,24,Thunder
2002,1,2002-04-14T00:00:00+00:00,Claymores,45,17,Dragons
2002,2,2002-04-20T00:00:00+00:00,Dragons,14,54,Galaxy
2002,2,2002-04-20T00:00:00+00:00,Fire,13,10,Claymores
2002,2,2002-04-20T00:00:00+00:00,Thunder,19,24,Admirals
2002,3,2002-04-27T00:00:00+00:00,Dragons,30,27,Admirals
2002,3,2002-04-27T00:00:00+00:00,Galaxy,16,9,Claymores
2002,3,2002-04-27T00:00:00+00:00,Thunder,16,20,Fire
2002,4,2002-05-03T00:00:00+00:00,Admirals,9,28,Thunder
2002,4,2002-05-04T00:00:00+00:00,Fire,31,3,Dragons
2002,4,2002-05-05T00:00:00+00:00,Claymores,10,14,Galaxy
2002,5,2002-05-11T00:00:00+00:00,Admirals,13,16,Claymores
2002,5,2002-05-11T00:00:00+00:00,Fire,24,20,Galaxy
2002,5,2002-05-12T00:00:00+00:00,Thunder,24,14,Dragons
2002,6,2002-05-18T00:00:00+00:00,Dragons,17,24,Thunder
2002,6,2002-05-19T00:00:00+00:00,Claymores,17,7,Fire
2002,6,2002-05-19T00:00:00+00:00,Galaxy,21,19,Admirals
2002,7,2002-05-25T00:00:00+00:00,Galaxy,10,31,Dragons
2002,7,2002-05-26T00:00:00+00:00,Claymores,17,13,Admirals
2002,7,2002-05-26T00:00:00+00:00,Fire,24,14,Thunder
2002,8,2002-06-01T00:00:00+00:00,Admirals,13,20,Galaxy
2002,8,2002-06-01T00:00:00+00:00,Dragons,21,24,Fire
2002,8,2002-06-01T00:00:00+00:00,Thunder,31,23,Claymores
2002,9,2002-06-08T00:00:00+00:00,Admirals,45,31,Dragons
2002,9,2002-06-08T00:00:00+00:00,Galaxy,0,3,Fire
2002,9,2002-06-09T00:00:00+00:00,Claymores,23,24,Thunder
2002,10,2002-06-15T00:00:00+00:00,Dragons,24,27,Claymores
2002,10,2002-06-15T00:00:00+00:00,Fire,10,28,Admirals
2002,10,2002-06-15T00:00:00+00:00,Thunder,27,7,Galaxy
2002,11,2002-06-22T00:00:00+00:00,Fire,20,26,Thunder
