season,week,kickoff,home_team,home_score,visitors_score,visiting_team
1991,1,1991-03-23T00:00:00+00:00,Fire,5,20,Machine
1991,1,1991-03-23T00:00:00+00:00,Galaxy,11,24,Monarchs
1991,1,1991-03-23T00:00:00+00:00,Surge,9,3,Skyhawks
1991,1,1991-03-24T00:00:00+00:00,Dragons,19,7,Knights
1991,1,1991-03-25T00:00:00+00:00,Thunder,35,34,Riders
1991,2,1991-03-30T00:00:00+00:00,Thunder,58,20,Skyhawks
1991,2,1991-03-31T00:00:00+00:00,Monarchs,22,18,Knights
1991,2,1991-04-01T00:00:00+00:00,Machine,10,34,Dragons
1991,2,1991-04-01T00:00:00+00:00,Riders,3,10,Galaxy
1991,2,1991-04-01T00:00:00+00:00,Surge,10,17,Fire
1991,3,1991-04-06T00:00:00+00:00,Knights,17,27,Galaxy
1991,3,1991-04-06T00:00:00+00:00,Monarchs,35,12,Thunder
1991,3,1991-04-06T00:00:00+00:00,Skyhawks,14,26,Dragons
1991,3,1991-04-07T00:00:00+00:00,Riders,10,3,Surge
1991,3,1991-04-08T00:00:00+00:00,Machine,23,10,Fire
1991,4,1991-04-13T00:00:00+00:00,Machine,0,44,Knights
1991,4,1991-04-13T00:00:00+00:00,Surge,16,10,Galaxy
1991,4,1991-04-14T00:00:00+00:00,Dragons,33,13,Thunder
1991,4,1991-04-15T00:00:00+00:00,Fire,0,27,Monarchs
1991,4,1991-04-15T00:00:00+00:00,Skyhawks,15,37,Riders
1991,5,1991-04-20T00:00:00+00:00,Galaxy,30,28,Skyhawks
1991,5,1991-04-20T00:00:00+00:00,Monarchs,45,7,Machine
1991,5,1991-04-20T00:00:00+00:00,Riders,22,14,Dragons
1991,5,1991-04-21T00:00:00+00:00,Thunder,6,31,Fire
1991,5,1991-04-22T00:00:00+00:00,Knights,28,20,Surge
1991,6,1991-04-27T00:00:00+00:00,Galaxy,17,7,Machine
1991,6,1991-04-27T00:00:00+00:00,Knights,42,6,Thunder
1991,6,1991-04-27T00:00:00+00:00,Surge,20,29,Dragons
1991,6,1991-04-28T00:00:00+00:00,Monarchs,35,10,Skyhawks
1991,6,1991-04-29T00:00:00+00:00,Fire,16,12,Riders
1991,7,1991-05-04T00:00:00+00:00,Dragons,11,6,Fire
1991,7,1991-05-04T00:00:00+00:00,Surge,23,26,Machine
1991,7,1991-05-04T00:00:00+00:00,Thunder,14,17,Galaxy
1991,7,1991-05-05T00:00:00+00:00,Skyhawks,6,42,Knights
1991,7,1991-05-06T00:00:00+00:00,Riders,15,38,Monarchs
1991,8,1991-05-11T00:00:00+00:00,Dragons,17,7,Riders
1991,8,1991-05-11T00:00:00+00:00,Knights,7,22,Monarchs
1991,8,1991-05-11T00:00:00+00:00,Thunder,45,33,Surge
1991,8,1991-05-12T00:00:00+00:00,Galaxy,10,3,Fire
1991,8,1991-05-13T00:00:00+00:00,Machine,15,6,Skyhawks
1991,9,1991-05-18T00:00:00+00:00,Surge,21,45,Monarchs
1991,9,1991-05-19T00:00:00+00:00,Dragons,3,10,Galaxy
1991,9,1991-05-19T00:00:00+00:00,Riders,27,10,Machine
1991,9,1991-05-20T00:00:00+00:00,Fire,24,14,Knights
1991,9,1991-05-20T00:00:00+00:00,Skyhawks,14,20,Thunder
1991,10,1991-05-25T00:00:00+00:00,Galaxy,13,24,Surge
1991,10,1991-05-25T00:00:00+00:00,Knights,38,9,Riders
1991,10,1991-05-25T00:00:00+00:00,Skyhawks,7,28,Fire
1991,10,1991-05-27T00:00:00+00:00,Machine,27,33,Thunder
1991,10,1991-05-27T00:00:00+00:00,Monarchs,17,20,Dragons
1991,11,1991-06-01T00:00:00+00:00,Fire,3,10,Dragons
1991,11,1991-06-02T00:00:00+00:00,Knights,26,42,Monarchs
1991,12,1991-06-09T00:00:00+00:00,Monarchs,21,0,Dragons
